timestamp,average,minimum,maximum
2023-09-16T21:04:00.000Z,92.078,90.36,94.91
2023-09-16T21:09:00.000Z,92.204,91.29,94.47
2023-09-16T21:14:00.000Z,91.931,90.47,93.87
2023-09-16T21:19:00.000Z,92.289,91.34,95.71
2023-09-16T21:24:00.000Z,92.488,91.64,95.69
2023-09-16T21:29:00.000Z,92.292,91.19,95.5
2023-09-16T21:34:00.000Z,92.152,90.87,95.57
2023-09-16T19:39:00.000Z,91.97,90.04,92.95
2023-09-16T19:44:00.000Z,92.157,90.7,95.14
2023-09-16T19:49:00.000Z,91.912,90.86,94.69
2023-09-16T19:54:00.000Z,92.065,90.94,95.52
2023-09-16T19:59:00.000Z,92.132,90.29,95.26
2023-09-16T20:04:00.000Z,92.133,91.15,95.1
2023-09-16T20:09:00.000Z,92.166,90.99,94.44
2023-09-16T20:14:00.000Z,92.073,90.87,94.23
2023-09-16T20:19:00.000Z,92.007,90.28,93.78
2023-09-16T20:24:00.000Z,92.424,91.28,96.17
2023-09-16T20:29:00.000Z,92.086,90.65,93.76
2023-09-16T20:34:00.000Z,91.883,90.56,93.85
2023-09-16T18:39:00.000Z,91.927,90.61,93.8
2023-09-16T18:44:00.000Z,92.297,90.94,94.24
2023-09-16T18:49:00.000Z,92.083,90.41,95.37
2023-09-16T18:54:00.000Z,92.039,91.17,94.16
2023-09-16T18:59:00.000Z,91.846,90.35,95.24
2023-09-16T19:04:00.000Z,91.926,90.99,93.52
2023-09-16T19:09:00.000Z,92.018,90.89,94.78
2023-09-16T19:14:00.000Z,92.278,91.39,95.44
2023-09-16T19:19:00.000Z,91.858,90.57,95.79
2023-09-16T19:24:00.000Z,92.212,90.66,94.34
2023-09-16T19:29:00.000Z,92.203,90.95,94.51
2023-09-16T19:34:00.000Z,91.964,90.95,93.2
2023-09-16T17:39:00.000Z,92.097,90.95,95.24
2023-09-16T17:44:00.000Z,92.251,90.94,94.48
2023-09-16T17:49:00.000Z,92.314,90.63,94.43
2023-09-16T17:54:00.000Z,92.041,90.87,95.08
2023-09-16T17:59:00.000Z,92.237,91.29,94.83
2023-09-16T18:04:00.000Z,92.252,91.31,95.16
2023-09-16T18:09:00.000Z,91.919,90.98,95.07
2023-09-16T18:14:00.000Z,92.218,91.01,95.82
2023-09-16T18:19:00.000Z,92.395,91.31,95.94
2023-09-16T18:24:00.000Z,92.013,90.7,94.97
2023-09-16T18:29:00.000Z,92.007,91.34,93.25
2023-09-16T18:34:00.000Z,91.881,90.52,94.41
2023-09-16T16:38:00.000Z,92.293,91.03,95.83
2023-09-16T16:43:00.000Z,92.288,91.32,95.13
2023-09-16T16:48:00.000Z,92.017,91.89,92.34
2023-09-16T16:54:00.000Z,92.306,91.54,94.57
2023-09-16T16:59:00.000Z,92.348,91.31,94.75
2023-09-16T17:04:00.000Z,92.404,91.54,95.57
2023-09-16T17:09:00.000Z,92.329,91.18,95.63
2023-09-16T17:14:00.000Z,92.2,91.25,94.33
2023-09-16T17:19:00.000Z,92.217,90.58,95.93
2023-09-16T17:24:00.000Z,92.201,91.41,94.72
2023-09-16T17:29:00.000Z,91.621,90.13,92.23
2023-09-16T17:34:00.000Z,92.176,90.64,95.75
2023-09-16T15:38:00.000Z,91.923,90.73,94.5
2023-09-16T15:43:00.000Z,92.055,90.77,95.8
2023-09-16T15:48:00.000Z,92.09,91,94.04
2023-09-16T15:53:00.000Z,92.153,90.87,93.52
2023-09-16T15:58:00.000Z,92.207,91.09,94.34
2023-09-16T16:03:00.000Z,92.48,91.4,94.33
2023-09-16T16:08:00.000Z,92.215,90.69,95.01
2023-09-16T16:13:00.000Z,92.402,90.86,95.24
